,Unnamed: 0,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,gender_num
2806,,YF16441,California,F,Bachelor,27990.27159,68343.0,79.0,0,Personal Auto,Two-Door Car,379.2,1.0
2807,,QT43282,Oregon,M,Master,9409.143498,76847.0,118.0,0,Corporate Auto,SUV,31.58501,0.0
2808,,NL17964,Oregon,M,High School or Below,2581.022016,35795.0,65.0,0,Personal Auto,Four-Door Car,312.0,0.0
2809,,CD27895,California,F,Bachelor,7637.111954,0.0,71.0,0,Personal Auto,Four-Door Car,340.8,1.0
2810,,CF62992,Oregon,F,High School or Below,2471.077732,53074.0,61.0,0,Personal Auto,Two-Door Car,268.773368,1.0
2811,,QK23742,California,F,College,2302.818965,0.0,63.0,0,Corporate Auto,Four-Door Car,732.638975,1.0
2812,,UV64489,Arizona,F,Bachelor,8716.368952,28743.0,112.0,0,Personal Auto,SUV,537.6,1.0
2813,,ED65109,California,F,College,5207.985921,81839.0,65.0,1,Personal Auto,Four-Door Car,74.666163,1.0
2814,,SC40169,Oregon,F,College,2719.506996,14030.0,72.0,0,Personal Auto,Two-Door Car,345.6,1.0
2815,,PW88443,Oregon,F,College,2452.726922,32764.0,61.0,0,Personal Auto,Two-Door Car,292.953446,1.0
2816,,YZ38778,Oregon,M,Master,3829.090645,74775.0,95.0,0,Personal Auto,Four-Door Car,676.658911,0.0
2817,,EO77382,Arizona,F,Bachelor,8873.525122,53503.0,114.0,0,Personal Auto,Four-Door Car,547.2,1.0
2818,,SM42728,California,M,College,15925.05739,34455.0,135.0,0,Personal Auto,SUV,648.0,0.0
2819,,PX31667,Washington,M,High School or Below,2952.360309,52198.0,74.0,0,Personal Auto,Two-Door Car,355.2,0.0
2820,,NC35008,Oregon,F,College,15923.95503,64429.0,133.0,2,Personal Auto,SUV,222.080015,1.0
2821,,XC77244,Oregon,M,High School or Below,7285.030983,44788.0,61.0,0,Personal Auto,Four-Door Car,386.031248,0.0
2822,,UM52895,California,F,Bachelor,13104.30284,30130.0,110.0,0,Personal Auto,SUV,528.0,1.0
2823,,WV39838,Arizona,F,College,2436.839358,0.0,65.0,0,Personal Auto,Two-Door Car,149.241472,1.0
2824,,IT92328,Nevada,M,High School or Below,9350.872287,0.0,275.0,1,Corporate Auto,Luxury,1980.0,0.0
2825,,QD86074,Oregon,F,High School or Below,9035.671134,34337.0,113.0,0,Corporate Auto,Four-Door Car,542.4,1.0
2826,,WH80404,California,M,High School or Below,17250.74771,22276.0,111.0,1,Personal Auto,SUV,783.211084,0.0
2827,,XH20787,California,M,College,2549.080421,52980.0,64.0,0,Personal Auto,Four-Door Car,191.945693,0.0
2828,,ZU50513,California,F,Bachelor,8954.840118,97736.0,74.0,0,Personal Auto,Four-Door Car,60.090984,1.0
2829,,TW42649,Washington,F,College,2467.97792,0.0,67.0,0,Corporate Auto,Two-Door Car,222.903462,1.0
2830,,QH46481,Washington,F,High School or Below,7700.619936,0.0,73.0,1,Corporate Auto,Four-Door Car,792.868448,1.0
2831,,MQ73697,Nevada,F,College,3776.665506,68727.0,94.0,0,Corporate Auto,Two-Door Car,386.520235,1.0
2832,,UG48681,Nevada,M,Bachelor,8044.872393,71391.0,67.0,0,Personal Auto,Four-Door Car,284.000172,0.0
2833,,ID58230,California,F,College,5029.671927,62271.0,63.0,0,Personal Auto,Four-Door Car,25.478179,1.0
2834,,DY35486,California,M,High School or Below,19957.79034,0.0,187.0,0,Personal Auto,Luxury,1346.4,0.0
2835,,EP64833,California,F,High School or Below,6179.699689,0.0,86.0,0,Corporate Auto,Four-Door Car,412.8,1.0
2836,,MC69755,Washington,F,Bachelor,5678.050167,0.0,76.0,0,Personal Auto,Four-Door Car,364.8,1.0
2837,,ZZ41158,Washington,M,College,4089.429492,28506.0,104.0,0,Personal Auto,SUV,499.2,0.0
2838,,QM59790,Arizona,F,High School or Below,3142.87734,0.0,86.0,0,Personal Auto,Four-Door Car,412.8,1.0
2839,,LL67008,California,F,Bachelor,22895.34606,0.0,94.0,0,Corporate Auto,Four-Door Car,676.8,1.0
2840,,ZU69163,California,F,Doctor,5586.893159,94161.0,69.0,0,Personal Auto,Four-Door Car,108.989737,1.0
2841,,EB72052,Oregon,M,College,12105.29422,33345.0,102.0,0,Personal Auto,SUV,694.078608,0.0
2842,,WA60547,California,F,College,11971.97765,64195.0,158.0,4,Personal Auto,SUV,618.288849,1.0
2843,,RV97631,Oregon,F,College,15328.45723,0.0,138.0,0,Corporate Auto,SUV,688.828746,1.0
2844,,SS20130,Oregon,F,Bachelor,5424.256733,67414.0,68.0,0,Personal Auto,Four-Door Car,148.778455,1.0
2845,,ZI72165,Arizona,M,High School or Below,4981.825724,33176.0,63.0,0,Corporate Auto,Four-Door Car,302.4,0.0
2846,,HD29166,Oregon,F,Bachelor,14635.45158,0.0,139.0,0,Personal Auto,SUV,667.2,1.0
2847,,NP30139,Oregon,M,College,6862.866306,56779.0,86.0,0,Corporate Auto,Four-Door Car,435.388932,0.0
2848,,FV54537,California,M,College,13745.04802,40810.0,114.0,0,Personal Auto,SUV,780.378964,0.0
2849,,SG62327,Nevada,M,High School or Below,8111.651948,30622.0,68.0,0,Corporate Auto,Four-Door Car,326.4,0.0
2850,,FX26050,Oregon,M,Doctor,22712.02364,14119.0,67.0,0,Special Auto,Two-Door Car,68.019973,0.0
2851,,DU50092,Oregon,F,College,56675.93768,77237.0,283.0,0,Personal Auto,Luxury,1358.4,1.0
2852,,EU48798,Nevada,F,College,8160.587729,24980.0,71.0,0,Personal Auto,Two-Door Car,511.2,1.0
2853,,WE93328,Nevada,F,High School or Below,3919.366722,66676.0,97.0,0,Corporate Auto,Four-Door Car,558.099357,1.0
2854,,KP83069,California,F,High School or Below,7286.155383,0.0,69.0,1,Personal Auto,Four-Door Car,669.716478,1.0
2855,,GO56075,Oregon,M,High School or Below,7589.634,0.0,69.0,0,Personal Auto,Four-Door Car,331.2,0.0
2856,,DI19952,Arizona,F,Bachelor,9032.370378,0.0,82.0,0,Personal Auto,Four-Door Car,157.208336,1.0
2857,,SV58690,California,M,Bachelor,5555.556089,41853.0,71.0,0,Personal Auto,Two-Door Car,155.511553,0.0
2858,,RF35142,Nevada,F,Bachelor,8257.666512,23815.0,73.0,0,Personal Auto,Four-Door Car,424.330166,1.0
2859,,CU69816,California,M,Bachelor,2721.749756,22885.0,73.0,0,Corporate Auto,Four-Door Car,386.245297,0.0
2860,,JM67025,Nevada,M,High School or Below,5230.092742,32630.0,66.0,0,Personal Auto,Four-Door Car,202.961374,0.0
2861,,OB69329,California,F,College,6273.911874,18577.0,86.0,0,Personal Auto,Four-Door Car,412.8,1.0
2862,,GF19726,Oregon,M,High School or Below,5866.068903,75952.0,73.0,0,Personal Auto,Two-Door Car,350.4,0.0
2863,,FH39427,Nevada,M,Bachelor,8802.188243,96390.0,73.0,0,Corporate Auto,Two-Door Car,316.977588,0.0
2864,,VM69145,California,F,College,8722.895091,25680.0,73.0,0,Personal Auto,Two-Door Car,332.40907,1.0
2865,,GN76399,Nevada,M,Bachelor,8178.521899,0.0,112.0,0,Personal Auto,Four-Door Car,806.4,0.0
2866,,IV94496,Nevada,M,High School or Below,43217.21611,51504.0,220.0,0,Personal Auto,Luxury,2552.343856,0.0
2867,,NM91640,Oregon,M,High School or Below,2442.216651,0.0,74.0,3,Personal Auto,Four-Door Car,532.8,0.0
2868,,DS46955,California,F,Master,2919.710443,41456.0,73.0,0,Personal Auto,Four-Door Car,257.380112,1.0
2869,,LU82585,Nevada,M,High School or Below,6366.225775,44368.0,80.0,0,Personal Auto,Two-Door Car,384.0,0.0
2870,,QX31376,Oregon,F,Master,17114.32815,70961.0,85.0,0,Corporate Auto,Four-Door Car,408.0,1.0
2871,,SQ36805,Oregon,F,Doctor,2395.57,21986.0,63.0,0,Personal Auto,Two-Door Car,333.696228,1.0
2872,,UY57856,Oregon,F,College,2987.949471,0.0,83.0,0,Corporate Auto,Four-Door Car,708.693556,1.0
2873,,OG84541,Arizona,F,Master,12780.276,33514.0,105.0,0,Personal Auto,Sports Car,265.215014,1.0
2874,,NT66759,Arizona,F,College,3906.669584,60230.0,98.0,0,Personal Auto,Four-Door Car,8.129056,1.0
2875,,PR74307,California,M,High School or Below,2594.591182,0.0,70.0,1,Corporate Auto,Four-Door Car,494.196873,0.0
2876,,PW15144,Washington,M,College,5267.848664,40818.0,66.0,0,Personal Auto,Four-Door Car,316.8,0.0
2877,,KS89479,Oregon,M,College,9095.049868,37937.0,116.0,0,Personal Auto,SUV,556.8,0.0
2878,,QA22158,Arizona,F,College,7122.273163,64571.0,89.0,0,Corporate Auto,Four-Door Car,452.115601,1.0
2879,,MK32733,California,M,Bachelor,9117.441695,0.0,126.0,0,Corporate Auto,SUV,421.906803,0.0
2880,,WL85494,California,M,College,41075.42879,21988.0,209.0,0,Personal Auto,Luxury,1003.2,0.0
2881,,RZ79717,Arizona,M,High School or Below,3486.699561,0.0,95.0,0,Corporate Auto,Four-Door Car,684.0,0.0
2882,,NS12730,Oregon,M,Bachelor,7297.687812,24672.0,93.0,0,Personal Auto,Two-Door Car,669.6,0.0
2883,,YK32760,Oregon,M,High School or Below,2502.209885,0.0,74.0,1,Corporate Auto,Four-Door Car,355.2,0.0
2884,,SS77718,California,M,Bachelor,9955.490835,0.0,96.0,0,Personal Auto,Four-Door Car,460.8,0.0
2885,,QP62600,Oregon,M,Bachelor,7094.158873,72878.0,61.0,2,Corporate Auto,Two-Door Car,45.463345,0.0
2886,,ET47892,Oregon,M,College,12280.76661,88340.0,102.0,0,Personal Auto,Two-Door Car,489.6,0.0
2887,,PS78418,Oregon,M,Bachelor,5773.90039,52278.0,73.0,0,Personal Auto,Two-Door Car,234.997994,0.0
2888,,SK32629,California,F,College,4904.894731,12902.0,139.0,0,Personal Auto,Sports Car,667.2,1.0
2889,,LQ79472,Arizona,M,College,3423.822189,99816.0,86.0,0,Corporate Auto,Two-Door Car,172.913031,0.0
2890,,AI58500,Arizona,F,College,2689.16845,26554.0,68.0,1,Personal Auto,Two-Door Car,391.687368,1.0
2891,,ME47990,California,M,High School or Below,3109.007806,77485.0,77.0,0,Corporate Auto,Four-Door Car,355.909266,0.0
2892,,KU25309,Oregon,M,College,22425.25604,22537.0,64.0,1,Corporate Auto,Four-Door Car,307.2,0.0
2893,,RW66792,California,F,High School or Below,5705.547071,76522.0,71.0,0,Personal Auto,Four-Door Car,340.8,1.0
2894,,MN32305,Oregon,F,College,2063.387895,0.0,64.0,3,Personal Auto,Four-Door Car,602.911057,1.0
2895,,XS98744,Oregon,F,Master,5096.673223,22886.0,65.0,0,Special Auto,Four-Door Car,312.0,1.0
2896,,SL19130,Oregon,M,High School or Below,4101.935985,0.0,115.0,0,Personal Auto,Two-Door Car,552.0,0.0
2897,,JG66653,Oregon,M,High School or Below,2537.929538,25506.0,65.0,0,Personal Auto,Two-Door Car,312.0,0.0
2898,,GQ17441,Nevada,M,High School or Below,3651.69247,0.0,110.0,0,Personal Auto,SUV,1265.387328,0.0
2899,,WL67313,California,F,College,10014.05568,0.0,98.0,1,Personal Auto,Two-Door Car,705.6,1.0
2900,,LX33054,Oregon,M,High School or Below,6758.807188,0.0,191.0,0,Personal Auto,Luxury,2042.569089,0.0
2901,,HN97052,Oregon,F,College,5205.90965,0.0,72.0,0,Personal Auto,Two-Door Car,345.6,1.0
2902,,EB12732,Oregon,F,High School or Below,2847.965582,96357.0,71.0,1,Personal Auto,Four-Door Car,238.245103,1.0
2903,,KA29693,California,M,College,11513.35549,16266.0,100.0,0,Special Auto,SUV,1177.323534,0.0
2904,,KE41602,Arizona,M,High School or Below,7588.35586,76516.0,95.0,0,Personal Auto,Two-Door Car,661.008979,0.0
2905,,QF17193,Arizona,F,College,2389.310128,20484.0,61.0,0,Personal Auto,Four-Door Car,181.218317,1.0
2906,,IQ63581,California,F,Master,5066.827444,40215.0,64.0,0,Personal Auto,Four-Door Car,98.480884,1.0
2907,,MR39613,California,M,Bachelor,36860.90798,22854.0,122.0,0,Special Auto,Sports Car,878.4,0.0
2908,,RQ22171,California,F,High School or Below,3961.58618,0.0,118.0,1,Corporate Auto,SUV,264.642948,1.0
2909,,QV89791,California,F,High School or Below,8476.80656,55217.0,107.0,2,Personal Auto,Two-Door Car,696.115596,1.0
2910,,MD15300,California,M,College,10110.76997,76276.0,86.0,0,Corporate Auto,Two-Door Car,93.309811,0.0
2911,,OW33876,Washington,F,College,2476.480866,47918.0,62.0,0,Corporate Auto,Two-Door Car,246.256648,1.0
2912,,SK12752,California,F,Bachelor,4462.997006,0.0,73.0,3,Corporate Auto,Two-Door Car,350.4,1.0
2913,,BW65176,Arizona,M,College,3141.252909,43499.0,80.0,0,Personal Auto,Four-Door Car,529.490007,0.0
2914,,XV31269,Oregon,M,High School or Below,2496.140812,0.0,72.0,0,Corporate Auto,Two-Door Car,518.4,0.0
2915,,NV94455,Arizona,F,College,6861.278936,0.0,71.0,3,Personal Auto,Two-Door Car,476.197355,1.0
2916,,QA32784,Oregon,M,Bachelor,4983.178714,21497.0,128.0,0,Personal Auto,Sports Car,614.4,0.0
2917,,UH41125,Arizona,M,High School or Below,2227.072755,27972.0,61.0,0,Personal Auto,Four-Door Car,292.8,0.0
2918,,VS28690,Nevada,F,Master,9670.181104,20942.0,84.0,0,Personal Auto,Four-Door Car,403.2,1.0
2919,,SD63822,Oregon,F,Bachelor,5088.687654,0.0,71.0,0,Corporate Auto,Four-Door Car,511.2,1.0
2920,,QE50648,Washington,F,High School or Below,7095.134789,74298.0,177.0,0,Corporate Auto,Sports Car,161.537767,1.0
2921,,EL77795,California,F,College,5437.908293,23339.0,138.0,0,Corporate Auto,SUV,666.307195,1.0
2922,,VK98184,Arizona,F,College,5033.693296,77031.0,125.0,0,Personal Auto,SUV,600.0,1.0
2923,,BR69566,Oregon,M,College,14019.83314,31739.0,71.0,0,Personal Auto,Two-Door Car,469.882367,0.0
2924,,AI16519,Nevada,M,High School or Below,4877.61238,0.0,66.0,0,Personal Auto,Two-Door Car,420.39344,0.0
2925,,SN67992,Washington,F,Bachelor,3449.494119,25236.0,89.0,0,Personal Auto,Four-Door Car,427.2,1.0
2926,,BE31382,Oregon,F,College,3771.617797,0.0,103.0,1,Personal Auto,SUV,685.227276,1.0
2927,,ZP49970,Oregon,M,Bachelor,5824.817366,40964.0,74.0,0,Special Auto,Two-Door Car,355.2,0.0
2928,,OA23108,Oregon,F,Doctor,4379.92784,40896.0,109.0,0,Personal Auto,Sports Car,319.294289,1.0
2929,,LY90785,Oregon,M,Bachelor,5793.157728,95733.0,72.0,0,Corporate Auto,Two-Door Car,475.423848,0.0
2930,,ZR66788,California,F,High School or Below,2725.680297,39161.0,71.0,3,Personal Auto,Four-Door Car,340.8,1.0
2931,,BL12371,Arizona,M,Master,5790.565333,84551.0,72.0,0,Personal Auto,Four-Door Car,28.92584,0.0
2932,,GB68813,Nevada,F,Bachelor,8502.237137,12843.0,111.0,0,Corporate Auto,Four-Door Car,1143.494486,1.0
2933,,IG90926,Arizona,F,College,2476.588891,71551.0,62.0,0,Personal Auto,Four-Door Car,297.6,1.0
2934,,CT86614,Arizona,M,Bachelor,2426.95904,0.0,71.0,0,Corporate Auto,Four-Door Car,511.2,0.0
2935,,BL13393,Oregon,F,High School or Below,5897.986595,77835.0,74.0,1,Personal Auto,Four-Door Car,43.618784,1.0
2936,,TU33850,Washington,F,Bachelor,4617.391775,16764.0,61.0,0,Personal Auto,Four-Door Car,292.8,1.0
2937,,IL25109,Nevada,M,High School or Below,12521.42105,39007.0,105.0,0,Personal Auto,Two-Door Car,1023.844984,0.0
2938,,OP67672,Washington,F,Master,9079.823377,20290.0,113.0,0,Personal Auto,SUV,766.519022,1.0
2939,,NW73460,Arizona,F,High School or Below,7777.201669,46182.0,65.0,0,Corporate Auto,Two-Door Car,2.574682,1.0
2940,,LW57693,Oregon,F,College,5601.68063,11920.0,74.0,0,Personal Auto,Four-Door Car,355.2,1.0
2941,,JD81426,Arizona,M,High School or Below,3459.037949,97162.0,86.0,0,Personal Auto,Four-Door Car,32.715179,0.0
2942,,AM99192,Arizona,M,College,9061.951591,42743.0,117.0,1,Personal Auto,SUV,101.288057,0.0
2943,,LQ31287,Oregon,F,College,6866.093807,0.0,64.0,0,Personal Auto,Two-Door Car,40.44586,1.0
2944,,ZU25563,California,F,College,2659.70565,0.0,87.0,3,Personal Auto,Four-Door Car,420.041981,1.0
2945,,RU75949,Oregon,M,College,12332.51669,85789.0,105.0,2,Personal Auto,Sports Car,122.302824,0.0
2946,,DV85764,California,M,High School or Below,21172.38983,0.0,82.0,0,Personal Auto,Four-Door Car,588.269018,0.0
2947,,VU33725,Oregon,M,High School or Below,3677.907634,31349.0,93.0,0,Corporate Auto,Four-Door Car,446.4,0.0
2948,,SV43220,Oregon,M,College,9816.528302,37256.0,62.0,0,Personal Auto,Four-Door Car,128.969729,0.0
2949,,WL61717,Arizona,F,Bachelor,4922.165949,0.0,69.0,0,Personal Auto,Four-Door Car,331.2,1.0
2950,,IW17510,California,F,High School or Below,7583.962264,0.0,102.0,0,Personal Auto,Sports Car,848.161322,1.0
2951,,ZS35830,Oregon,F,College,2685.901421,58166.0,67.0,0,Personal Auto,Four-Door Car,91.914969,1.0
2952,,TY95197,Washington,F,College,4132.58858,0.0,63.0,1,Personal Auto,Four-Door Car,453.6,1.0
2953,,PU73501,Arizona,M,Bachelor,8622.835375,97361.0,73.0,0,Personal Auto,Four-Door Car,350.4,0.0
2954,,FP65563,Washington,M,High School or Below,15253.26436,51937.0,193.0,0,Personal Auto,Luxury,850.389259,0.0
2955,,IC44995,Oregon,F,College,4277.560211,75921.0,106.0,0,Personal Auto,SUV,609.680428,1.0
2956,,AY55759,California,F,High School or Below,20096.89337,92766.0,71.0,0,Personal Auto,Two-Door Car,379.029102,1.0
2957,,GO94903,Oregon,F,College,4770.550911,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545,1.0
2958,,TF35512,Oregon,F,College,7025.65076,48117.0,88.0,0,Corporate Auto,Four-Door Car,422.4,1.0
2959,,HY43263,California,F,Bachelor,8265.379176,0.0,77.0,0,Corporate Auto,Two-Door Car,554.4,1.0
2960,,WP34496,Washington,M,High School or Below,24552.8746,0.0,118.0,1,Personal Auto,SUV,966.541071,0.0
2961,,QE73187,Oregon,M,High School or Below,4407.97312,66152.0,111.0,0,Corporate Auto,SUV,532.8,0.0
2962,,WL13766,Arizona,M,High School or Below,2482.195895,31093.0,64.0,0,Personal Auto,Four-Door Car,274.956819,0.0
2963,,VT44999,Arizona,F,High School or Below,3858.867206,0.0,107.0,1,Personal Auto,SUV,513.6,1.0
2964,,RZ14993,California,F,High School or Below,11572.10339,0.0,166.0,0,Special Auto,Sports Car,1195.2,1.0
2965,,XI14610,California,F,College,3645.464325,19121.0,95.0,0,Personal Auto,Four-Door Car,915.188647,1.0
2966,,VE31268,Oregon,M,Bachelor,4362.772279,0.0,65.0,0,Personal Auto,Four-Door Car,468.0,0.0
2967,,ZD13262,Oregon,F,High School or Below,10425.98532,68563.0,131.0,1,Personal Auto,SUV,350.097052,1.0
2968,,OJ58066,Nevada,M,High School or Below,7025.04419,24726.0,92.0,1,Personal Auto,Four-Door Car,150.693773,0.0
2969,,RK81706,Arizona,F,College,7388.733207,0.0,97.0,0,Personal Auto,Four-Door Car,638.371157,1.0
2970,,NI18835,California,M,Bachelor,2927.734329,51991.0,73.0,0,Personal Auto,Four-Door Car,124.376921,0.0
2971,,RA87395,California,M,Bachelor,8356.181097,0.0,118.0,0,Personal Auto,SUV,153.176419,0.0
2972,,QN13323,Oregon,M,High School or Below,8718.056722,89096.0,111.0,0,Personal Auto,SUV,64.98293,0.0
2973,,BC53363,Oregon,F,High School or Below,35227.29912,23031.0,148.0,0,Special Auto,SUV,710.4,1.0
2974,,VB26229,Arizona,M,Bachelor,8697.882675,29540.0,73.0,0,Personal Auto,Four-Door Car,350.4,0.0
2975,,AD28535,California,F,Master,3554.845264,58557.0,88.0,0,Personal Auto,Four-Door Car,55.510526,1.0
2976,,SE50560,Oregon,M,College,2818.31302,88816.0,70.0,0,Personal Auto,Two-Door Car,164.282841,0.0
2977,,YL65673,California,F,Bachelor,19045.50012,0.0,61.0,0,Personal Auto,Four-Door Car,439.2,1.0
2978,,WK65741,California,F,High School or Below,2893.806196,61809.0,72.0,0,Personal Auto,Two-Door Car,328.004855,1.0
2979,,GZ77449,California,M,College,14439.80313,58452.0,186.0,0,Corporate Auto,Luxury,892.8,0.0
2980,,OF49789,Oregon,F,College,5121.838914,57161.0,127.0,0,Personal Auto,Sports Car,609.6,1.0
2981,,YX54093,Arizona,M,College,2217.664193,0.0,65.0,0,Personal Auto,Four-Door Car,111.872115,0.0
2982,,TD19026,California,F,High School or Below,2861.717418,90083.0,71.0,0,Personal Auto,Two-Door Car,181.689191,1.0
2983,,XT67997,California,F,High School or Below,5979.724161,57693.0,76.0,0,Personal Auto,Four-Door Car,547.2,1.0
2984,,WP65749,Nevada,M,College,7377.231238,0.0,69.0,0,Personal Auto,Four-Door Car,331.2,0.0
2985,,YT91759,California,M,High School or Below,6366.225775,44368.0,80.0,0,Personal Auto,Two-Door Car,384.0,0.0
2986,,YH20696,Oregon,M,College,8657.968597,68727.0,72.0,0,Personal Auto,Four-Door Car,171.475838,0.0
2987,,NS14955,Oregon,F,Master,11726.18921,40564.0,97.0,0,Personal Auto,Four-Door Car,85.968142,1.0
2988,,UH79028,Nevada,M,High School or Below,5780.182197,51066.0,74.0,0,Personal Auto,Four-Door Car,787.993313,0.0
2989,,JM89095,Oregon,M,High School or Below,10058.74013,0.0,92.0,0,Personal Auto,Two-Door Car,640.229108,0.0
2990,,NK26146,Washington,F,College,7072.928971,90551.0,61.0,4,Corporate Auto,Four-Door Car,374.527412,1.0
2991,,HE99696,Washington,F,College,4787.206586,0.0,67.0,0,Personal Auto,Four-Door Car,321.6,1.0
2992,,HH15953,California,M,Bachelor,3013.439451,21353.0,80.0,0,Personal Auto,Four-Door Car,576.0,0.0
2993,,ZO30377,California,M,High School or Below,3472.369996,0.0,102.0,0,Personal Auto,Four-Door Car,976.112456,0.0
2994,,VZ23007,Oregon,F,College,5380.898636,55350.0,67.0,0,Personal Auto,Four-Door Car,321.6,1.0
2995,,DF74270,Nevada,M,Bachelor,38230.21008,80321.0,105.0,0,Corporate Auto,SUV,166.972451,0.0
2996,,SE47384,California,F,Bachelor,5526.438887,94230.0,137.0,0,Special Auto,SUV,657.6,1.0
2997,,CS84396,Arizona,M,Bachelor,4883.117399,53305.0,63.0,0,Corporate Auto,Two-Door Car,302.4,0.0
2998,,OQ20827,California,M,College,14203.04178,55593.0,182.0,1,Corporate Auto,Luxury,677.63589,0.0
2999,,VU47281,Oregon,F,Bachelor,5745.41663,0.0,165.0,0,Personal Auto,Sports Car,1853.202354,1.0
3000,,BN62219,Arizona,F,College,9602.07966,0.0,94.0,0,Personal Auto,Two-Door Car,676.8,1.0
3001,,TP39671,Arizona,M,Bachelor,3199.75316,0.0,87.0,0,Personal Auto,Four-Door Car,132.492438,0.0
3002,,HX33134,Arizona,M,High School or Below,2758.329817,22158.0,74.0,0,Personal Auto,Four-Door Car,355.2,0.0
3003,,UR49989,Oregon,F,Bachelor,2725.192659,81605.0,67.0,0,Personal Auto,Two-Door Car,424.219182,1.0
3004,,VU48786,Washington,M,Master,5550.149947,62219.0,69.0,0,Personal Auto,Two-Door Car,243.238784,0.0
3005,,QM46642,California,M,Bachelor,2619.172388,15587.0,71.0,0,Special Auto,Two-Door Car,136.033828,0.0
3006,,TG60853,Nevada,F,Doctor,6265.343299,0.0,84.0,1,Corporate Auto,Four-Door Car,481.025786,1.0
3007,,CV40610,California,M,College,12313.16484,0.0,116.0,0,Personal Auto,Two-Door Car,835.2,0.0
3008,,HI98447,Oregon,M,High School or Below,10552.42728,28505.0,88.0,0,Personal Auto,Four-Door Car,422.4,0.0
3009,,QD86271,Arizona,M,High School or Below,12022.38645,25918.0,104.0,0,Personal Auto,SUV,996.775536,0.0
3010,,ZD75163,Nevada,M,High School or Below,9295.41115,0.0,261.0,0,Corporate Auto,Luxury,2759.794354,0.0
3011,,LB98130,Oregon,M,Bachelor,7440.92353,34137.0,62.0,0,Personal Auto,Two-Door Car,297.6,0.0
3012,,VZ16820,Washington,M,Bachelor,10302.90289,21839.0,137.0,0,Personal Auto,Sports Car,657.6,0.0
3013,,YE24562,California,M,College,3508.569533,20978.0,98.0,1,Personal Auto,Four-Door Car,1176.2788,0.0
3014,,IH78357,Oregon,F,College,5761.317533,83392.0,71.0,0,Personal Auto,Four-Door Car,125.961938,1.0
3015,,TH96263,Nevada,F,High School or Below,10280.80787,73661.0,128.0,0,Personal Auto,SUV,404.329477,1.0
3016,,DC31768,Arizona,M,Bachelor,4783.917752,49793.0,121.0,0,Personal Auto,SUV,640.835113,0.0
3017,,YO81676,Oregon,M,Bachelor,2142.892273,0.0,65.0,0,Corporate Auto,Two-Door Car,686.774939,0.0
3018,,MQ79612,California,M,Doctor,8738.299629,91890.0,107.0,0,Personal Auto,SUV,156.617415,0.0
3019,,ZZ77357,Nevada,M,High School or Below,4468.2209,0.0,65.0,0,Corporate Auto,Two-Door Car,468.0,0.0
3020,,OE88763,California,F,Bachelor,11315.20373,11885.0,101.0,0,Corporate Auto,Four-Door Car,484.8,1.0
3021,,XP39695,Arizona,F,Bachelor,21886.19626,43000.0,109.0,0,Personal Auto,SUV,676.808053,1.0
3022,,QC28119,Oregon,M,High School or Below,7681.551777,90043.0,63.0,0,Personal Auto,Four-Door Car,203.226649,0.0
3023,,AZ29426,California,M,College,16702.69914,0.0,72.0,0,Special Auto,Four-Door Car,345.6,0.0
3024,,RI46607,California,F,Bachelor,5015.009472,48567.0,130.0,0,Corporate Auto,SUV,624.0,1.0
3025,,OJ63606,Arizona,F,High School or Below,5776.338737,27510.0,159.0,3,Corporate Auto,SUV,871.457982,1.0
3026,,TQ89058,Nevada,F,Master,2777.525403,59124.0,70.0,2,Personal Auto,Four-Door Car,173.426207,1.0
3027,,IW78492,Arizona,F,College,4127.495254,0.0,119.0,3,Personal Auto,Sports Car,856.8,1.0
3028,,WE88728,Arizona,F,High School or Below,6670.850638,56531.0,170.0,3,Corporate Auto,SUV,816.0,1.0
3029,,PJ74689,Nevada,F,Bachelor,14741.76092,0.0,139.0,1,Personal Auto,SUV,667.2,1.0
3030,,ZI86917,Nevada,M,Bachelor,38320.82017,45277.0,191.0,0,Special Auto,Luxury,916.8,0.0
3031,,IJ71609,Washington,F,Bachelor,2064.697955,0.0,65.0,3,Personal Auto,Four-Door Car,368.828511,1.0
3032,,FP17993,Arizona,F,Bachelor,5504.139033,0.0,73.0,0,Personal Auto,Four-Door Car,350.4,1.0
3033,,EC28398,Oregon,F,Master,5096.673223,22886.0,65.0,0,Corporate Auto,Four-Door Car,312.0,1.0
3034,,ZX85480,Washington,F,High School or Below,7995.441263,66685.0,67.0,2,Personal Auto,Two-Door Car,38.763897,1.0
3035,,JP27787,Oregon,F,College,5674.136445,65775.0,72.0,0,Personal Auto,Four-Door Car,171.426318,1.0
3036,,NH24429,Arizona,M,Doctor,2886.232446,52972.0,74.0,0,Special Auto,Four-Door Car,355.2,0.0
3037,,QU58523,Arizona,M,Master,5794.682724,52979.0,72.0,0,Personal Auto,Two-Door Car,345.6,0.0
3038,,EZ39383,Arizona,F,Bachelor,10706.66957,55436.0,67.0,0,Personal Auto,Four-Door Car,321.6,1.0
3039,,IR74017,Oregon,F,College,5320.614976,32116.0,132.0,0,Personal Auto,SUV,277.351026,1.0
3040,,DH68234,California,M,Master,20498.83124,56070.0,74.0,0,Personal Auto,Two-Door Car,87.990528,0.0
